GAA			GUALEGUAY / AGRO AÉREO GUALEGUAY	Gualeguay	ENTRE RÍOS	AD	PRIVADO	NC	OK	16	-33.0383	-59.4399	10.3
GAI			GANCEDO / AGROAIRE	Gancedo	CHACO	AD	PRIVADO	NC	OK	115	-27.4949	-61.6588	11.4
GAL	SAWG	RGL	RÍO GALLEGOS / PILOTO CIVIL N. FERNÁNDEZ	Río Gallegos	SANTA CRUZ	AD	PUBLICO	C	OK	19	-51.6088	-69.3122	-10.4
GAR			GENERAL ALVEAR	General Alvear	BUENOS AIRES	AD	PRIVADO	NC	CERRADO	50	-35.9789	-59.907	8.1
GAS			GENERAL VILLEGAS	General Villegas	BUENOS AIRES	AD	PUBLICO	NC	OK	117	-34.9962	-62.9988	6
GBE			GENERAL BELGRANO	General Belgrano	BUENOS AIRES	AD	PRIVADO	NC	OK	12	-35.7519	-58.4633	9.4
GBL			SALTA / GENERAL BELGRANO	Salta	SALTA	AD	PUBLICO	NC	OK	1261	-24.7458	-65.4189	9.4
GCR			GOBERNADOR CRESPO / AEROCLUB	Gobernador Crespo	SANTA FÉ	AD	PUBLICO	NC	SIN IDENTIFICACION VISUAL	52	-30.3872	-60.3692	11.1
GDH	SROD		GENERAL DEHEZA	General Deheza	CÓRDOBA	AD	PUBLICO	NC	OK	274	-32.745	-63.7961	6.7
GDO			GANCEDO / PULVERIZACIONES M. H.	Gancedo	CHACO	AD	PRIVADO	NC	DESPLAZADO	97	-27.4784	-61.6444	11.5
GEP			GUALEGUAYCHÚ / EL POTRERO	Gualeguaychú	ENTRE RÍOS	AD	PRIVADO	NC		27	-32.9747	-58.2539	11.3
GES	SAZV	VLG	VILLA GESELL	Villa Gesell	BUENOS AIRES	AD	PUBLICO	NC	OK	10	-37.2344	-57.0239	9.6
GEZ	SRDR		GENERAL RODRÍGUEZ / EAA	General Rodriguez	BUENOS AIRES	AD	PUBLICO	NC	OK	28	-34.6803	-59.0358	9.7
GIL			SAN ANDRÉS DE GILES	San Andrés de Giles	BUENOS AIRES	AD	PUBLICO	NC	OK	51	-34.4703	-59.4247	9.5
GIT			GOYA / ITALAVIATION	Goya	CORRIENTES	AD	PRIVADO	NC	OK	64	-29.1585	-59.1795	12.7
GLC			GENERAL PINTO / EA. LA CATALINA (GLC) - DRCE - PRIVADO NO CONTROLADO [### PERMISO PROVISORIO DE OPERACIÓN (PPO) ###]	General Pinto	BUENOS AIRES	HEL		NC		112	-34.4619	-62.1799	7.1
GLM			GUALEGUAYCHÚ / BLM CABAÑAS	Gualeguaychú	ENTRE RÍOS	AD	PRIVADO	NC	OK	7	-32.9775	-58.5222	11.1
GLP			GUALEGUAYCHÚ / EA LA PROVIDENCIA	Gualeguaychú	ENTRE RÍOS	AD	PRIVADO	NC	OK	20	-32.9414	-58.5648	11.1
GNA	SAMA		GENERAL ALVEAR	General Alvear	MENDOZA	AD	PUBLICO	NC	OK	454	-35.0594	-67.6932	1.7
GNR	SAHR	GNR	GENERAL ROCA / DR. ARTURO H. ILLIA	General Roca	RÍO NEGRO	AD	PUBLICO	NC	OK	260	-39	-67.6197	-0.8
GNV			GENERAL VIAMONTE / LOS TOLDOS	General Viamonte	BUENOS AIRES	AD	PUBLICO	NC	OK	72	-34.9772	-61.0208	7.8
GOC			GOBERNADOR CASTRO / EL GIRASOL	Gobernador Castro	BUENOS AIRES	AD	PRIVADO	NC	OK	28	-33.6686	-59.8342	9.6
GOM			CAÑADA DE GÓMEZ	Cañada de Gómez	SANTA FÉ	AD	PUBLICO	NC	OK	82	-32.8089	-61.3658	8.8
GOR	SACT		CHAMICAL / GOBERNADOR GORDILLO	El Chamical	LA RIOJA	AD	PUBLICO	NC	OK	458	-30.3442	-66.294	5.8
GOY	SATG	OYA	GOYA	Goya	CORRIENTES	AD	PUBLICO	C	OK	39	-29.1059	-59.2187	12.7
GOZ			GÓMEZ	Gómez	BUENOS AIRES	AD	PUBLICO	NC	OK	19	-35.0956	-58.0858	10.2
GPI	SAZG	GPO	GENERAL PICO	General Pico	LA PAMPA	AD	PUBLICO	NC	OK	140	-35.6947	-63.7589	4.9
GPK			GENERAL PINEDO / KALBERMATTER	General Pinedo	CHACO	AD	PRIVADO	NC		101	-27.2603	-61.4744	11.7
GPO			GENERAL PINEDO	General Pinedo	CHACO	AD	PUBLICO	NC	OK	91	-27.344	-61.2748	11.8
GRA	SAWE	RGA	RÍO GRANDE	Río Grande	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	AD	PUBLICO	C	OK	20	-53.7776	-67.7495	-10.6
GRE	SAWR	GGS	GOBERNADOR GREGORES	Gobernador Gregores	SANTA CRUZ	AD	PUBLICO	NC	OK	356	-48.7833	-70.1622	-9.4
GRZ			GENERAL RODRÍGUEZ	General Rodriguez	BUENOS AIRES	AD	PRIVADO	NC	CERRADO	28	-34.5828	-59.0006	9.8
GSE			GUAVIRAVÍ / ESTANCIA SANTA ELISA	Guaviraví	CORRIENTES	AD	PRIVADO	NC	OK	63	-29.3044	-56.8812	14.4
GTE			GUATRACHÉ	Guatrache	LA PAMPA	AD	PUBLICO	NC	CERRADO	175	-37.7052	-63.5571	3.7
GUA	SAAG	GHU	GUALEGUAYCHÚ	Gualeguaychú	ENTRE RÍOS	AD	PUBLICO	C	OK	23	-33.0056	-58.6128	11
GVA			GENERAL ALVEAR / AEROCLUB	General Alvear	MENDOZA	AD	PRIVADO	NC	OK	466	-34.9697	-67.7242	1.7
GVZ			GONZALEZ CHAVES	Adolfo Gonzalez Cháves	BUENOS AIRES	AD	PUBLICO	NC	OK	194	-38.0331	-60.1339	6.5
GYA			GOYA / AEROCLUB	Goya	CORRIENTES	AD	PRIVADO	NC	OK	38	-29.1698	-59.247	12.6
GYT			GOBERNADOR GARMENDIA / AGRO SERVICIO YORIS	Gobernador Garmendia	TUCUMÁN	AD	PRIVADO	NC	OK	318	-26.5792	-64.5287	9.4
HAB			HELIPLATAFORMA / AM-1	Estrecho de Magallanes	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	OK	30	-52.5192	-68.3858	-10.3
HAC			ALPA CORRAL / HELIPUERTO JUAN Y LUCI	Alpa Corral	CÓRDOBA	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	733	-32.6899	-64.7165	5.9
HAD			HELIPLATAFORMA / AM-2	Estrecho de Magallanes	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	OK	44	-52.5489	-68.3125	-10.3
HAG			LUJÁN / SOL DE AGOSTO	Luján	BUENOS AIRES	HEL	PRIVADO	NC	OK	10	-34.5333	-58.9709	9.8
HAL			BUENOS AIRES / DR. ALFREDO LANARI		CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL		NC			-34.5725	-58.4004	10.3
HAM			HELIPLATAFORMA / AM-3	Estrecho de Magallanes	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	OK	41	-52.5228	-68.2808	-10.2
HAR			BENAVÍDEZ / ARSAT ( HAR ) - DRCE – PRIVADO - NO CONTROLADO - ILE		BUENOS AIRES	HEL		NC			-34.4106	-58.7206	10.1
HAS			PARANÁ / AMARRAS DEL SOL	Paraná	ENTRE RÍOS	HEL	PRIVADO	NC		16	-31.7086	-60.5008	10.2
HAT			ALMAFUERTE / HELIPUERTO TRANSENER S.A.	Almafuerte	CÓRDOBA	HEL	PRIVADO	NC	OK	500	-32.2035	-64.3146	6.6
HAU			BUENOS AIRES / AUTÓDROMO CIUDAD DE BS. AS.		CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PRIVADO	NC	OK	16	-34.6939	-58.4604	10.1
HAZ			CORRIENTES / AZ S.A.		CORRIENTES	HEL		NC			-27.5272	-58.7614	13.8
HBA			SAN CARLOS DE BARILOCHE / ARELAUQUEN	San Carlos de Bariloche	RÍO NEGRO	HEL	PRIVADO	NC	OK	945	-41.1612	-71.3657	-5.6
HBC			BUENOS AIRES / B. CHURRUCA	Ciudad de Buenos Aires	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PUBLICO	NC	OK	6	-34.6407	-58.4094	10.2
HBI			CÓRDOBA / CENTRO CÍVICO BICENTENARIO	Aeropuerto	CÓRDOBA	HEL	PRIVADO	NC		392	-31.4204	-64.1734	7.2
HBJ			BUQUE JASCON		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL		NC			-52.5489	-68.3125	-10.3
HBN			BUENOS AIRES / NUÑEZ		CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL		NC		3	-34.5332	-58.451	10.2
HBO			EL BRACHO / TRANSENER S.A.	El Bracho	TUCUMÁN	HEL	PRIVADO	NC	OK	378	-26.9935	-65.1635	8.6
HBP			BAHÍA BLANCA / HELIPUERTO PBB POLISUR S.A.	Bahía Blanca	BUENOS AIRES	HEL	PRIVADO	NC	OK	5	-38.7734	-62.294	4.1
HBT			LA PLATA / HELIPUERTO DE SUPERFICIE – (HBT) - DRCE - PRIVADO NO CONTROLADO	La Plata	BUENOS AIRES	HEL	PRIVADO	NC		6	-34.9004	-57.9295	10.4
HBY			HELIPLATAFORMA / BARCAZA YAGANA		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL		NC			-52.4713	-68.3202	-10.2
HCA			COSTA AZUL / LA CALDERA	Duhau, Av. Belgrano y Av. Costanera	BUENOS AIRES	HEL	PRIVADO	NC	CERRADO	10	-36.667	-56.6787	10.2
HCC			CHOELE CHOEL / HELIPUERTO TRANSENER S.A.	Lamarque	RÍO NEGRO	HEL	PRIVADO	NC	OK	130	-39.5667	-65.6888	0.5
HCD			SAN MARTÍN DE LOS ANDES / EA. LA CANDELARIA	San Martín de los Andes	NEUQUÉN	HEL	PRIVADO	NC	OK	914	-40.0441	-71.3666	-4.9
HCE			HELIPLATAFORMA / RÍO CULLEN-HIDRACENTRO TOTAL AUSTRAL		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	39	-52.8364	-68.1789	-10.4
HCF			HELIPUERTO BUENOS AIRES / COMODORO VGM GUSTAVO LUIS BREA		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	39	-52.8364	-68.1789	-10.4
HCI			BELÉN DE ESCOBAR / CABAÑA SAN ISIDRO LABRADOR I	Belén de Escobar	BUENOS AIRES	HEL	PRIVADO	NC	OK	12	-34.3787	-58.7885	10.1
HCL			CATAN LIL / HELIPUERTO EA. SANTA ISABEL	Departamento de Collón Curá	NEUQUÉN	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	950	-39.8848	-70.5139	-4
HCN			EMBALSE / CENTRAL NUCLEAR	Embalse	CÓRDOBA	HEL	PRIVADO	NC	OK	530	-32.2295	-64.4399	6.4
HCO			CHENAUT / EL CAPRICHO	Estación Chenaut	BUENOS AIRES	HEL	PRIVADO	NC	CERRADO	30	-34.2327	-59.3159	9.7
HCP			YACIMIENTO CAÑADON ALFA / TOTAL AUSTRAL S.A.		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	OK	87	-52.7387	-68.5725	-10.6
HCR			BARREALES GRAN MENDOZA / HELIPUERTO TRANSENER S.A.	Barreales	MENDOZA	HEL	PRIVADO	NC	OK	674	-33.0992	-68.5794	2
HCS			CAPILLA DEL SEÑOR / LAS ARAUCARIAS	Capilla del Señor	BUENOS AIRES	HEL	PRIVADO	NC	OK	25	-34.307	-59.1703	9.8
HCT			CAMPANA / HELIPUERTO TRANSENER S.A.	Campana	BUENOS AIRES	HEL	PRIVADO	NC	OK	10	-34.1744	-58.9993	10
HCU			CÓRDOBA / CIUDAD UNIVERSITARIA	Medina Allende, Av. Ciudad de Valparaiso y vías FCGBM	CÓRDOBA	HEL	PRIVADO	NC	OK	440	-31.4408	-64.1903	7.1
HCV			CABO VÍRGENES / BRM CABO VÍRGENES	Río Gallegos	SANTA CRUZ	HEL	PRIVADO	NC	OK	55	-52.3303	-68.4085	-10.2
HDA			BUENOS AIRES / DÁRSENA SUR	Isla Demarchi	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PUBLICO	NC	OK	5	-34.6279	-58.3515	10.3
HDH			DON TORCUATO / HELINORTH		BUENOS AIRES	HEL		NC			-34.4888	-58.6009	10.1
HDL			JUNÍN DE LOS ANDES / CASA DE LATA	Junín de los Andes	NEUQUÉN	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	982	-39.8156	-71.17	-4.6
HDN			HELIPUERTO BUENOS AIRES / DÁRSENA NORTE – (HDN) - FIR EZE - MILITAR NO CONTROLADO (HABILITADO POR LA FUERZA AÉREA ARGENTINA)		CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL		NC			-34.5933	-58.365	10.3
HDS			HENDERSON	Henderson	BUENOS AIRES	AD	PUBLICO	NC	OK	150	-36.3153	-61.7478	6.3
HDV			HELIPUERTO MERLO / DIRVYCA – (HDV) - FIR EZE - MILITAR NO CONTROLADO (HABILITADO POR LA FUERZA AÉREA ARGENTINA)		BUENOS AIRES	HEL		NC			-34.6808	-58.7336	9.9
HEA			HELIPLATAFORMA / AM-6	Cabo Vírgenes	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	32	-52.6083	-68.1278	-10.2
HEC			LA PLATA / HELIPUERTO ECODYMA S.C.A.	Estación La Plata	BUENOS AIRES	HEL	PRIVADO	NC	OK	14	-34.9408	-57.9919	10.3
HEM			HELIPLATAFORMA / EQUIPO MODULAR M-10		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL		NC			-52.5451	-68.2749	-10.3
HEN			BAHÍA SAN SEBASTIÁN / PLANTA CRUZ DEL SUR	Río Grande	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	OK	53	-53.323	-68.2661	-10.7
HES			ARIES / TOTAL FINA		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	0	-52.6831	-68.0419	-10.2
HET			SANTIAGO DEL ESTERO / HELIPUERTO EDIFICIO TRIBUNALES	Av. H. Yrigoyen entre Av. Alvear y Chacabuco	SANTIAGO DEL ESTERO	HEL	PRIVADO	NC		195	-27.7814	-64.2651	9
HEV			ALMIRANTE BROWN / D.P. EL VAPOR	Destacamento Policial El Vapor	BUENOS AIRES	HEL	PUBLICO	NC		28	-34.8347	-58.385	10.1
HFA			BUENOS AIRES / FUERZA AÉREA (EDIFICIO CÓNDOR)	Estación Retiro	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PRIVADO	NC	OK	6	-34.586	-58.3681	10.3
HFC			SALTA / FINCA LAS COSTAS	Salta	SALTA	HEL	PRIVADO	NC	OK	1311	-24.7704	-65.4955	9.3
HFE			HELIPLATAFORMA FENIX	Salta	SALTA	HEL	PRIVADO	NC	OK	1311	-24.7704	-65.4955	9.3
HFG			NEUQUÉN / FÉLIX GALVAN		NEUQUÉN	HEL		NC			-38.8665	-68.101	-1.2
HFV			FLORENCIO VARELA / COLONIA LA CAPILLA	Florencio Varela	BUENOS AIRES	HEL	PUBLICO	NC	OK	25	-34.9169	-58.2502	10.2
HGA			CAÑUELAS / CAÑUELAS GAS S.A.	Cañuelas	BUENOS AIRES	HEL	PRIVADO	NC	OK	30	-35.0583	-58.7882	9.6
HGB			SALTA / CENTRO CÍVICO GRAND BOURG	Salta	SALTA	HEL	PRIVADO	NC	OK	1260	-24.7808	-65.4511	9.4
HGC			CHAPELCO / GRANDE		NEUQUÉN	HEL	PRIVADO	NC			-40.0908	-71.1411	-4.7
HGM			GONZÁLEZ CATÁN / LAR DE PAZ S.A	Estación FFCC Gonzalez Catán	BUENOS AIRES	HEL	PRIVADO	NC	OK	15	-34.7763	-58.6583	9.9
HGN			BUENOS AIRES / CENTINELA	Ciudad de Buenos Aires	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PRIVADO	NC	OK	13	-34.5824	-58.3745	10.3
HGO			HELIPUERTO ELEVADO ROSARIO / GRUPO OROÑO (HGO) - DRCE – PRIVADO NO CONTROLADO (USO SANITARIO)		SANTA FÉ	HEL	PRIVADO	NC			-32.9441	-60.6543	9.4
HGS			SANTA FE / HUGHES PLUS AGROSERVICIOS AEREOS S.R.L.	Hughes	SANTA FÉ	AD	PRIVADO	NC		97	-33.8111	-61.3375	8.3
HHL			LAS LAJAS / ESTANCIA HAYCHOL	Las Lajas	NEUQUÉN	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	1051	-38.5482	-70.6775	-3.3
HHM			SALTA / HOSPITAL DE MILAGRO	Salta	SALTA	HEL	PRIVADO	NC	OK	1240	-24.7729	-65.4156	9.4
HHS			HELIPUERTO ELEVADO SAN RAFAEL / HOSPITAL TEODORO J. SCHESTAKOW		MENDOZA	HEL		NC			-34.6203	-68.3258	1.3
HHT			DON TORCUATO / TECNOCOPTER S.A.	Ex Aeródromo Don Torcuato	BUENOS AIRES	HEL	PUBLICO	NC	OK	20	-34.4927	-58.6069	10.1
HHW			MORENO / HELIWEST	Moreno	BUENOS AIRES	HEL	PRIVADO	NC	OK	21	-34.6342	-58.7518	9.9
HIF			HELIPUERTO EZEIZA / IFE - INSTITUTO DE FORMACIÓN EZEIZA - FIR EZE - MILITAR NO CONTROLADO (HABILITADO POR LA FUERZA AÉREA ARGENTINA)		BUENOS AIRES	HEL		NC			-34.7889	-58.535	10
HIL			GENERAL VILLEGAS / SAN ISIDRO LABRADOR II	General Villegas	BUENOS AIRES	HEL	PRIVADO	NC	OK	115	-35.0817	-63.08	5.9
HIS			LA MATANZA / CAMPANÓPOLIS	Aeropuerto Ezeiza / Ministro Pistarini	BUENOS AIRES	HEL	PRIVADO	NC	OK	6	-34.7917	-58.6019	10
HIT			ITUZAINGÓ / TRANSENER	Ituzaingó	CORRIENTES	HEL	PRIVADO	NC	OK	71	-27.5586	-56.6583	15.3
HJN			JUNÍN DE LOS ANDES / ESTANCIA PALITUE	Junín de los Andes	NEUQUÉN	HEL	PRIVADO	NC	OK	859	-39.8528	-71.0464	-4.5
HLE			LAGO ESCONDIDO / HELIPUERTO HIDDEN LAKE S.A	El Bolsón	RÍO NEGRO	HEL	PRIVADO	NC	OK	830	-41.7034	-71.6077	-6.2
HLF			CAPILLA DEL SEÑOR / LOS FRESNOS	Capilla del Señor	BUENOS AIRES	HEL	PRIVADO	NC	OK	34	-34.2816	-59.1186	9.8
HLH			LUJÁN / HOMAQ	Luján	BUENOS AIRES	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	24	-34.5574	-59.0459	9.7
HLI			DON TORCUATO / HELICENTER	Ex Aeródromo Don Torcuato	BUENOS AIRES	HEL	PRIVADO	NC	OK	3	-34.4975	-58.6069	10.1
HLL			SAN CARLOS DE BARILOCHE / COMPLEJO LLAO LLAO	San Carlos de Bariloche	RÍO NEGRO	HEL	PRIVADO	NC	OK	775	-41.0547	-71.5338	-5.7
HLP			LA PLATA / HELIPUERTO D.P.A.O.	Extremo W del aeródromo	BUENOS AIRES	HEL	PUBLICO	NC	OK	19	-34.9598	-57.8931	10.4
HLR			LOS CARDALES / LA RESERVA	Los Cardales	BUENOS AIRES	HEL	PRIVADO	NC	OK	6	-34.2704	-58.9004	10
HLS			OPEN DOOR / LA SUPERBA		BUENOS AIRES	HEL	PRIVADO	NC	OK	0	-34.5007	-59.0152	9.8
HLT			VILLA ROSA / LAS CHACRITAS	Villa Rosa	BUENOS AIRES	HEL	PRIVADO	NC	OK	19	-34.4046	-58.8636	10
HLU			LUJÁN / TRANSENER S.A.	Luján	SAN LUIS	HEL	PRIVADO	NC	OK	600	-32.3667	-66.0664	4.8
HMA			HUDSON / MANUEL AFONSO		BUENOS AIRES	HEL	PUBLICO	NC	OK	11	-34.8155	-58.1954	10.3
HMC			GARÍN / MIRAFLORES COUNTRY CLUB	Garin	BUENOS AIRES	HEL	PRIVADO	NC	CERRADO	21	-34.4459	-58.7341	10.1
HMD			HELIPUERTO ELEVADO BUENOS AIRES / HELIPUERTO SWISS MEDICAL	Juan B. Justo 909	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PRIVADO	NC	OK	59	-34.5811	-58.4295	10.2
HME			PILAR / MEMORIAL	Ruta Panamericana Km. 46	BUENOS AIRES	HEL	PRIVADO	NC	OK	19	-34.4444	-58.8367	10
HMF			LA MATANZA / OFICIAL SUBINSPECTOR GUSTAVO SOAREZ DE SOUZA	Ruta 4 y Autopista Richieri	BUENOS AIRES	HEL	PRIVADO	NC	OK	43	-34.7236	-58.5149	10.1
HMG			HELIPUERTO ELEVADO BUENOS AIRES / MADERO HARBOUR		CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL		NC			-34.6208	-58.3608	10.3
HMH			SAN FERNANDO / PARANÁ MINÍ	Río Paraná Miní	BUENOS AIRES	HEL	PRIVADO	NC	OK	5	-34.171	-58.5108	10.4
HMM			DOCTOR MARIANO MORENO	José C. Paz	BUENOS AIRES	HEL	PRIVADO	NC	OK	32	-34.5629	-58.7906	9.9
HMQ			HELIPLATAFORMA / AM-5	Estrecho de Magallanes	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	OK	30	-52.5706	-68.2533	-10.3
HMT			MONTE CRISTO / TRANSENER S.A.	Monte Cristo	CÓRDOBA	HEL	PRIVADO	NC	OK	330	-31.3392	-63.9139	7.4
HMY			LA MATANZA / TERMINAL Y.P.F.	Ruta Prov. 21 y Av. Cristianía	BUENOS AIRES	HEL	PRIVADO	NC	OK	10	-34.7319	-58.5577	10
HNA			EL GALPÓN / NITRATOS AUSTIN SA		SALTA	HEL		NC			-25.3458	-64.4553	10
HNB			TIGRE / NORDELTA	Tigre	BUENOS AIRES	HEL	PRIVADO	NC	OK	5	-34.4396	-58.6421	10.1
HNC			HELIPUERTO / BUQUE NORMAND COMMANDER		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL		NC			-52.6083	-68.1278	-10.2
HNE			PILAR / NEURUS	Tigre	BUENOS AIRES	HEL	PRIVADO	NC	OK	5	-34.4396	-58.6421	10.1
HNH			HELIPLATAFORMA NOBLE HOUSTON COLBERT	Cuenca Marina Austral I Aguas Juridiccionales Argentinas	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC		63	-53.0983	-67.2203	-9.8
HNO			HELIPLATAFORMA / RÍO CULLEN-HIDRA NORT		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	20	-52.8206	-68.2192	-10.4
HNP			BUENOS AIRES / HOSPITAL NAC. DE PEDIATRÍA J. GARRAHAN	Av. Juan de Garay y Pichincha	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PUBLICO	NC	OK	39	-34.631	-58.3938	10.2
HOB			ALTA GRACIA / HELIPUERTO ORESTE BERTA	Alta Gracia	CÓRDOBA	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	570	-31.6331	-64.3978	6.8
HOC			BUQUE OCEANIC CHAMPION	Río Grande	TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL	PRIVADO	NC		20	-52.8333	-66.4167	-9.1
HOS			HELIPLATAFORMA MÓVIL / OCEAN SCEPTER	Golfo San Jorge	SANTA CRUZ	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	154	-46.4667	-67.4333	-5.7
HOT			HELIPLATAFORMA / BUQUE OLYMPIC TAURUS		TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR	HEL		NC			-53.3125	-67.7733	-10.4
HPA			BUENOS AIRES / PRESIDENCIA DE LA NACIÓN	Av Madero,Tte. Gral. Perón y Av. La Rábida	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PRIVADO	NC	OK	8	-34.6064	-58.3683	10.3
HPB			PUNTA BANDERA		SANTA CRUZ	HEL	PRIVADO	NC			-50.312	-72.7923	-12.3
HPC			HELIPUERTO ELEVADO CÓRDOBA / POLICÍA PROVINCIA DE CÓRDOBA	Córdoba	CÓRDOBA	HEL	PUBLICO	NC	OK	393	-31.4082	-64.1994	7.1
HPD			MENDOZA / HELIPUERTO POLICÍA DE LA PROVINCIA DE MENDOZA - BASE CÓNDOR	Aeropuerto de Mendoza	MENDOZA	HEL	PRIVADO	NC	OK	807	-32.8784	-68.8677	1.9
HPE			PARANÁ / HOSPITAL MATERNO INFANTIL SAN ROQUE	Paraná	ENTRE RÍOS	HEL	PUBLICO	NC	SIN IDENTIFICACION VISUAL	81	-31.73	-60.5213	10.2
HPG			PIEDRA DEL ÁGUILA / TRANSENER S.A.	Piedra del Águila	NEUQUÉN	HEL	PRIVADO	NC	OK	702	-40.1613	-70.0424	-3.8
HPI			PILAR–GOLF / PIERO VARA	Pilar	BUENOS AIRES	HEL	PRIVADO	NC	OK	12	-34.4331	-58.9725	9.9
HPL			LA RIOJA / HELIPUERTO DE LA POLICÍA DE LA PROVINCIA DE LA RIOJA	La Rioja	LA RIOJA	HEL	PRIVADO	NC		520	-29.4356	-66.8632	5.8
HPM			LA PLATA / HELIPUERTO POLICLÍNICO SAN MARTÍN	Av. 1 y Calle 71	BUENOS AIRES	HEL	PUBLICO	NC	SIN IDENTIFICACION VISUAL	21	-34.9246	-57.9219	10.4
HPN			BUENOS AIRES / P.N.A. OF. PPAL. BALLESTRA	Junín y Rafael Obligado (Dársena F)	CIUDAD AUTÓNOMA DE BUENOS AIRES	HEL	PRIVADO	NC	OK	6	-34.5772	-58.3838	10.3
HPO			PUERTO ESPERANZA – (HPO) - DRNE - PRIVADO NO CONTROLADO	Esperanza	MISIONES	HEL	PRIVADO	NC		155	-25.9903	-54.6383	17.3
HPR			HELIPUERTO PÉREZ / PLANTA ROSSI	Pérez	SANTA FÉ	HEL	PRIVADO	NC		35	-33.0056	-60.7478	9.3
HPS			HELIPUERTO PACHÓN / MINERA PACHÓN S.A.	Pachón	SAN JUAN	HEL	PRIVADO	NC	OK	3600	-31.7601	-70.4121	1.1
HPT			SAN MARTÍN / COOPERATIVA DE TRABAJOS PORTUARIOS LIMITADA – (HPT) - DRCE - PRIVADO NO CONTROLADO	Puerto General San Martín	SANTA FÉ	HEL	PRIVADO	NC		9	-32.7192	-60.7265	9.5
HPU			PUELCHES / TRANSENER S.A.	Puelches	LA PAMPA	HEL	PRIVADO	NC	OK	229	-38.1477	-65.8249	1.4
HRA			HELIPUERTO LA REJA-CIT / SUTERH		BUENOS AIRES	HEL		NC			-34.605	-58.8372	9.9
HRC			CARMEN DE ARECO / SAN JOAQUÍN	Carmen de Areco	BUENOS AIRES	HEL	PRIVADO	NC	SIN IDENTIFICACION VISUAL	42	-34.3385	-59.7215	9.3
HRE			RECREO / TRANSENER S.A	Recreo	CATAMARCA	HEL	PRIVADO	NC	OK	247	-29.2628	-65.0582	7.5
